Name,University,JoinYear,Rank,Subfield,,,,,,,,,,,,,,,,,,
Corey Toler-Franklin,University of Florida,2014,Assistant,Graphics,,,,,,,,,,,,,,,,,,
Daisy Zhe Wang,University of Florida,2011,Assistant,Data Mining,,,,,,,,,,,,,,,,,,
Damon L. Woodard,University of Florida,2015,Associate,Computer Vision,,,,,,,,,,,,,,,,,,
Douglas D. Dankel II,University of Florida,,Assistant,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Eakta Jain,University of Florida,2014,Assistant,Graphics,,,,,,,,,,,,,,,,,,
Jih-Kwon Peir,University of Florida,,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Jonathan C.L. Liu,University of Florida,1999,Associate,Multimedia,,,,,,,,,,,,,,,,,,
Jorg Peters,University of Florida,,Full,Graphics,,,,,,,,,,,,,,,,,,
Jose A.B. Fortes,University of Florida,2001,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Joseph N. Wilson,University of Florida,2001,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Juan E. Gilbert,University of Florida,2014,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Kevin R. B. Butler,University of Florida,2014,Associate,Security & Privacy,,,,,,,,,,,,,,,,,,
Kyla A. McMullen,University of Florida,2014,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Lisa Anthony,University of Florida,2013,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Manuel E. Bermudez,University of Florida,1985,Associate,Programming Languages,,,,,,,,,,,,,,,,,,
Markus Schneider,University of Florida,2008,Associate,Databases,,,,,,,,,,,,,,,,,,
Meera Sitharam,University of Florida,,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
My T. Thai,University of Florida,2006,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Paul D. Gader,University of Florida,2001,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Patrick Gerard Traynor,University of Florida,2014,Associate,Security & Privacy,,,,,,,,,,,,,,,,,,
Prabhat Mishra,University of Florida,2004,Associate,Real-Time & Embedded Systems,,,,,,,,,,,,,,,,,,
Richard Newman,University of Florida,1986,Assistant,Networks & Communications,,,,,,,,,,,,,,,,,,
Sanjay Ranka,University of Florida,2002,Full,Data Mining,,,,,,,,,,,,,,,,,,
Sartaj Sahni,University of Florida,1990,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Shaundra Daily,University of Florida,2015,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Shigang Chen,University of Florida,2002,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Stephen M. Thebaut,University of Florida,,Assistant,Software Engineering,,,,,,,,,,,,,,,,,,
Sumi Helal,University of Florida,2004,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Tamer Kahveci,University of Florida,2004,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Tuba Yavuz-Kahveci,University of Florida,2004,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Ye Xia,University of Florida,2003,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Aditya G. Parameswaran,University of Illinois at Urbana-Champaign,2014,Assistant,Databases,,,,,,,,,,,,,,,,,,
Alex Kirlik,University of Illinois at Urbana-Champaign,2010,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Alexandra Kolla,University of Illinois at Urbana-Champaign,,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Andreas Kloeckner,University of Illinois at Urbana-Champaign,2013,Assistant,Scientific Computing,,,,,,,,,,,,,,,,,,
Anil Nirmal Hirani,University of Illinois at Urbana-Champaign,2005,Assistant,Scientific Computing,,,,,,,,,,,,,,,,,,
Brian P. Bailey,University of Illinois at Urbana-Champaign,2005,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Brighten Godfrey,University of Illinois at Urbana-Champaign,2009,Assistant,Networks & Communications,,,,,,,,,,,,,,,,,,
Carl A. Gunter,University of Illinois at Urbana-Champaign,2004,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Chandra Sekhar Chekuri,University of Illinois at Urbana-Champaign,2006,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Chengxiang Zhai,University of Illinois at Urbana-Champaign,2002,Full,Information Retrieval,,,,,,,,,,,,,,,,,,
Craig Zilles,University of Illinois at Urbana-Champaign,,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Dan Roth,University of Illinois at Urbana-Champaign,1999,Full,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Darko Marinov,University of Illinois at Urbana-Champaign,2005,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
David A. Padua,University of Illinois at Urbana-Champaign,1995,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
David Alexander Forsyth,University of Illinois at Urbana-Champaign,,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Derek W. Hoiem,University of Illinois at Urbana-Champaign,2010,Assistant,Computer Vision,,,,,,,,,,,,,,,,,,
Gerald F. DeJong - II,University of Illinois at Urbana-Champaign,1981,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Grigore Rosu,University of Illinois at Urbana-Champaign,2002,Associate,Programming Languages,,,,,,,,,,,,,,,,,,
Gul Agha,University of Illinois at Urbana-Champaign,,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Indranil Gupta,University of Illinois at Urbana-Champaign,2003,Associate,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Jeff Erickson,University of Illinois at Urbana-Champaign,1998,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Jiawei Han,University of Illinois at Urbana-Champaign,,Full,Data Mining,,,,,,,,,,,,,,,,,,
John C. Hart,University of Illinois at Urbana-Champaign,,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Jose Meseguer,University of Illinois at Urbana-Champaign,2001,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Josep Torrellas,University of Illinois at Urbana-Champaign,1998,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Julia Constanze Hockenmaier,University of Illinois at Urbana-Champaign,2007,Assistant,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Karrie G. Karahalios,University of Illinois at Urbana-Champaign,2004,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Kevin Chen-Chuan Chang,University of Illinois at Urbana-Champaign,,Associate,Data Mining,,,,,,,,,,,,,,,,,,
Klara Nahrstedt,University of Illinois at Urbana-Champaign,2012,Full,Multimedia,,,,,,,,,,,,,,,,,,
Laxmikant V. Kale,University of Illinois at Urbana-Champaign,1985,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Leonard B. Pitt,University of Illinois at Urbana-Champaign,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Lui Sha,University of Illinois at Urbana-Champaign,1998,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Luke Olson,University of Illinois at Urbana-Champaign,2005,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Madhusudan Parthasarathy,University of Illinois at Urbana-Champaign,2007,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Mahesh Viswanathan,University of Illinois at Urbana-Champaign,2001,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Manoj M. Prabhakaran,University of Illinois at Urbana-Champaign,,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Marc Snir,University of Illinois at Urbana-Champaign,2001,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Marco Caccamo,University of Illinois at Urbana-Champaign,,Associate,Operating Systems,,,,,,,,,,,,,,,,,,
Matthew Caesar,University of Illinois at Urbana-Champaign,2008,Assistant,Networks & Communications,,,,,,,,,,,,,,,,,,
Paris Smaragdis,University of Illinois at Urbana-Champaign,,Assistant,Multimedia,,,,,,,,,,,,,,,,,,
Ranjitha Kumar,University of Illinois at Urbana-Champaign,2014,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Rob A. Rutenbar,University of Illinois at Urbana-Champaign,2010,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Robin H. Kravets,University of Illinois at Urbana-Champaign,,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Roy H. Campbell,University of Illinois at Urbana-Champaign,,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Samuel N. Kamin,University of Illinois at Urbana-Champaign,1980,Associate,Programming Languages,,,,,,,,,,,,,,,,,,
Samuel T. King,University of Illinois at Urbana-Champaign,,Associate,Security & Privacy,,,,,,,,,,,,,,,,,,
Sariel Har-Peled,University of Illinois at Urbana-Champaign,2001,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Sarita V. Adve,University of Illinois at Urbana-Champaign,1999,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Saurabh Sinha,University of Illinois at Urbana-Champaign,,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Sheldon Howard Jacobson,University of Illinois at Urbana-Champaign,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Steven M. LaValle,University of Illinois at Urbana-Champaign,2001,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Svetlana Lazebnik,University of Illinois at Urbana-Champaign,2012,Assistant,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Tao Xie,University of Illinois at Urbana-Champaign,2013,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Tarek F. Abdelzaher,University of Illinois at Urbana-Champaign,2005,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Vikram Adve,University of Illinois at Urbana-Champaign,2001,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Wai-Tat Fu,University of Illinois at Urbana-Champaign,2006,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
William D. Gropp,University of Illinois at Urbana-Champaign,2007,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
A. Udaya Shankar,University of Maryland - College Park,,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Adam Porter,University of Maryland - College Park,1991,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Alan Sussman,University of Maryland - College Park,,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Alexander Barg,University of Maryland - College Park,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Amitabh Varshney,University of Maryland - College Park,,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Amol Deshpande,University of Maryland - College Park,,Associate,Databases,,,,,,,,,,,,,,,,,,
Aravind Srinivasan,University of Maryland - College Park,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Ashok Agrawala,University of Maryland - College Park,1971,Full,Computer Education,,,,,,,,,,,,,,,,,,
Atif Memon,University of Maryland - College Park,2001,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Ben Bederson,University of Maryland - College Park,1997,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Ben Shneiderman,University of Maryland - College Park,1979,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Bobby (Samrat) Bhattacharjee,University of Maryland - College Park,1999,Full,Computer Education,,,,,,,,,,,,,,,,,,
Bonnie Dorr,University of Maryland - College Park,1992,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Charalampos (Babis) Papamanthou,University of Maryland - College Park,2013,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Chau-Wen Tseng,University of Maryland - College Park,1995,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Clyde Kruskal,University of Maryland - College Park,1985,Associate,Computer Education,,,,,,,,,,,,,,,,,,
Dana Nau,University of Maryland - College Park,1979,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
David Van Horn,University of Maryland - College Park,2013,Assistant,Programming Languages,,,,,,,,,,,,,,,,,,
David Jacobs,University of Maryland - College Park,2002,Full,Computer Vision,,,,,,,,,,,,,,,,,,
David Mount,University of Maryland - College Park,1984,Full,Computer Education,,,,,,,,,,,,,,,,,,
Dianne O'Leary,University of Maryland - College Park,1978,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Don Perlis,University of Maryland - College Park,1982,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Donald Yeung,University of Maryland - College Park,,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Douglas Oard,University of Maryland - College Park,,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Elaine Shi,University of Maryland - College Park,2012,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Hal Daume III,University of Maryland - College Park,2010,Associate,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Hanan Samet,University of Maryland - College Park,1975,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Hector Corrada Bravo,University of Maryland - College Park,2010,Assistant,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Howard Elman,University of Maryland - College Park,1985,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
James Purtilo,University of Maryland - College Park,1982,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
James Reggia,University of Maryland - College Park,1982,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Jeffrey Foster,University of Maryland - College Park,2002,Associate,Programming Languages,,,,,,,,,,,,,,,,,,
Jeffrey Hollingsworth,University of Maryland - College Park,1994,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Jennifer Golbeck,University of Maryland - College Park,,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Jimmy Lin,University of Maryland - College Park,,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
John Aloimonos,University of Maryland - College Park,1986,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Jon Froehlich,University of Maryland - College Park,2012,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Jonathan Katz,University of Maryland - College Park,2002,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Joseph Ja' Ja',University of Maryland - College Park,1985,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Larry Davis,University of Maryland - College Park,1981,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Leah Findlater,University of Maryland - College Park,2012,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Louiqa Raschid,University of Maryland - College Park,1987,Full,Databases,,,,,,,,,,,,,,,,,,
Michael Hicks,University of Maryland - College Park,2002,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Michel Cukier,University of Maryland - College Park,2001,Associate,Security & Privacy,,,,,,,,,,,,,,,,,,
Mihai Pop,University of Maryland - College Park,2006,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Mohammad Hajiaghayi,University of Maryland - College Park, ,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Neil Spring,University of Maryland - College Park,,Associate,Operating Systems,,,,,,,,,,,,,,,,,,
Nicholas Roussopoulos,University of Maryland - College Park,,Full,Databases,,,,,,,,,,,,,,,,,,
Pete Keleher,University of Maryland - College Park,,Associate,Operating Systems,,,,,,,,,,,,,,,,,,
Phil Resnik,University of Maryland - College Park,,Full,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Rajeev Barua,University of Maryland - College Park,,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Ramalingam Chellappa,University of Maryland - College Park,,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Ramani Duraiswami,University of Maryland - College Park,,Associate,Computer Vision,,,,,,,,,,,,,,,,,,
Rance Cleaveland,University of Maryland - College Park,,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Samir Khuller,University of Maryland - College Park,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Sridhar Hannenhalli,University of Maryland - College Park,,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Uzi Vishkin,University of Maryland - College Park,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
V.S. Subrahmanian,University of Maryland - College Park,,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
William Gasarch,University of Maryland - College Park,,Full,Computer Education,,,,,,,,,,,,,,,,,,
Zia Khan,University of Maryland - College Park,2013,Assistant,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Alexandra Meliou,University of Massachusetts - Amherst,2012,Assistant,Databases,,,,,,,,,,,,,,,,,,
Andrew McCallum,University of Massachusetts - Amherst,2002,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Andrew McGregor,University of Massachusetts - Amherst,2009,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Arjun Guha,University of Massachusetts - Amherst,2013,Assistant,Programming Languages,,,,,,,,,,,,,,,,,,
Arun Venkataramani,University of Massachusetts - Amherst,2005,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Benjamin M. Marlin,University of Massachusetts - Amherst,2011,Assistant,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Brian Levine,University of Massachusetts - Amherst,1999,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Charles C Weems,University of Massachusetts - Amherst,1984,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Dan Sheldon,University of Massachusetts - Amherst,2012,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
David A. Mix Barrington,University of Massachusetts - Amherst,1986,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
David Jensen,University of Massachusetts - Amherst,2004,Associate,Data Mining,,,,,,,,,,,,,,,,,,
Deepak Ganesan,University of Massachusetts - Amherst,2004,Associate,Real-Time & Embedded Systems,,,,,,,,,,,,,,,,,,
Donald F Towsley,University of Massachusetts - Amherst,1976,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Emery Berger,University of Massachusetts - Amherst,2002,Associate,Programming Languages,,,,,,,,,,,,,,,,,,
Erik G Learned-Miller,University of Massachusetts - Amherst,2004,Associate,Computer Vision,,,,,,,,,,,,,,,,,,
Evangelos Kalogerakis,University of Massachusetts - Amherst,2012,Assistant,Graphics,,,,,,,,,,,,,,,,,,
Gerome Miklau,University of Massachusetts - Amherst,2005,Associate,Databases,,,,,,,,,,,,,,,,,,
Hanna M. Wallach,University of Massachusetts - Amherst,2007,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Hava T Siegelmann,University of Massachusetts - Amherst,2001,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
J. Eliot B. Moss,University of Massachusetts - Amherst,1985,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Jack C Wileden,University of Massachusetts - Amherst,1978,Full,Programming Languages,,,,,,,,,,,,,,,,,,
James Allan,University of Massachusetts - Amherst,1994,Full,Information Retrieval,,,,,,,,,,,,,,,,,,
